Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
6467-CHFZW,1,Male,61,No,No,Yes,Yes,1,47,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,99.35,4749.15,6222.6,1,Churned,Yes,1,77,5789,Competitor,Competitor had better devices,United States,California,Los Angeles,90028,34.099869,-118.326843,30568,60,Loyal,High
1862-SKORY,1,Female,66,No,Yes,Yes,No,0,40,None,Cable,No,Yes,No,Month-to-Month,Bank Withdrawal,39.3,1637.4,1637.4,3,Churned,Yes,1,91,2296,Competitor,Competitor offered higher download speeds,United States,California,Los Angeles,90029,34.089953,-118.294824,41713,60,Loyal,High
0999-QXNSA,1,Male,72,No,Yes,No,Yes,1,7,None,DSL,No,No,No,Two Year,Credit Card,45.75,344.2,603.18,4,Stayed,No,0,57,3779,,,United States,California,Los Angeles,90029,34.089953,-118.294824,41713,60,New Customer,Medium
8665-UTDHZ,1,Male,27,Yes,No,Yes,No,0,1,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,30.2,30.2,30.2,1,Churned,Yes,1,90,2915,Competitor,Competitor had better devices,United States,California,Los Angeles,90029,34.089953,-118.294824,41713,18-30,New Customer,High
5564-NEMQO,1,Female,80,No,Yes,No,No,0,1,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,75.3,75.3,130.39,2,Churned,Yes,1,67,4902,Dissatisfaction,Network reliability,United States,California,Thermal,92274,33.53604,-116.119222,17018,60,New Customer,Medium
6235-VDHOM,1,Female,77,No,Yes,No,No,0,5,Offer E,DSL,No,No,No,Month-to-Month,Bank Withdrawal,28.45,131.05,131.05,2,Churned,Yes,1,89,4099,Dissatisfaction,Limited range of services,United States,California,Riverside,92509,34.004379,-117.447864,63999,60,New Customer,High
2506-TNFCO,1,Female,76,No,Yes,Yes,No,0,1,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.55,69.55,82.01,2,Churned,Yes,1,67,5948,Dissatisfaction,Network reliability,United States,California,Riverside,92509,34.004379,-117.447864,63999,60,New Customer,Medium
8773-HHUOZ,1,Female,20,Yes,No,No,No,0,17,None,Cable,No,Yes,Yes,Month-to-Month,Credit Card,64.7,1093.1,1782.45,1,Churned,Yes,1,74,3022,Competitor,Competitor offered higher download speeds,United States,California,Los Angeles,90032,34.078821,-118.177576,46960,18-30,Growing,High
5609-CEBID,1,Female,77,No,Yes,No,No,0,20,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,94.1,1782.4,2837,1,Churned,Yes,1,87,2666,Competitor,Competitor had better devices,United States,California,Hemet,92544,33.644585,-116.871544,39264,60,Growing,High
3841-NFECX,1,Female,69,No,Yes,Yes,No,0,71,None,Fiber Optic,Yes,No,No,Two Year,Credit Card,96.35,6766.95,10105.37,4,Stayed,No,0,38,5309,,,United States,California,Los Angeles,90033,34.050198,-118.210946,49431,60,Long-term,Medium
5956-VKDTT,1,Female,72,No,Yes,Yes,No,0,5,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.35,334.8,563.6,1,Churned,Yes,1,82,5273,Dissatisfaction,Product dissatisfaction,United States,California,Moreno Valley,92557,33.970661,-117.255039,46214,60,New Customer,High
4304-XUMGI,1,Male,74,No,Yes,Yes,Yes,2,50,None,DSL,No,No,Yes,Two Year,Bank Withdrawal,75.15,3822.45,5467.45,4,Stayed,No,0,34,6084,,,United States,California,Moreno Valley,92557,33.970661,-117.255039,46214,60,Long-term,Medium
4929-XIHVW,1,Male,79,No,Yes,Yes,No,0,2,Offer E,Fiber Optic,No,Yes,Yes,One Year,Credit Card,95.5,181.65,257.85,5,Joined,No,0,69,4449,,,United States,California,Los Angeles,90034,34.030578,-118.399613,58218,60,New Customer,Medium
0257-ZESQC,1,Female,80,No,Yes,Yes,No,0,27,None,Cable,No,No,No,Month-to-Month,Bank Withdrawal,75.2,1929.35,2118.89,1,Churned,Yes,1,91,4517,Attitude,Attitude of support person,United States,California,Perris,92571,33.828289,-117.201666,26357,60,Loyal,High
2865-TCHJW,1,Female,74,No,Yes,No,No,0,4,None,Cable,No,Yes,No,Month-to-Month,Bank Withdrawal,89.2,346.2,539.6,1,Churned,Yes,1,74,5808,Competitor,Competitor had better devices,United States,California,Anaheim,92807,33.848733,-117.788357,36301,60,New Customer,High
3786-WOVKF,1,Female,69,No,Yes,Yes,No,0,72,Offer A,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,106.85,7677.4,8342.6,4,Stayed,No,0,58,4768,,,United States,California,Anaheim,92807,33.848733,-117.788357,36301,60,Long-term,Medium
9365-SRSZE,1,Male,71,No,Yes,Yes,No,0,27,Offer C,Fiber Optic,No,No,No,Two Year,Bank Withdrawal,70.55,1943.9,2737.14,3,Stayed,No,0,65,2534,,,United States,California,Los Angeles,90036,34.070291,-118.349191,32901,60,Loyal,Medium
5192-EBGOV,1,Female,68,No,Yes,No,No,0,1,None,Fiber Optic,No,Yes,No,Month-to-Month,Bank Withdrawal,85.7,85.7,131.51,1,Churned,Yes,1,66,4880,Competitor,Competitor had better devices,United States,California,Brea,92823,33.924143,-117.79387,1408,60,New Customer,Medium
3413-BMNZE,1,Male,71,No,Yes,No,No,0,1,Offer E,DSL,No,No,No,One Year,Bank Withdrawal,45.25,45.25,57.14,3,Joined,No,0,40,3144,,,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,60,New Customer,Medium
6839-ITVZJ,1,Female,35,No,No,Yes,No,0,26,None,DSL,Yes,No,No,Month-to-Month,Bank Withdrawal,60.05,1616.15,2196.73,2,Churned,Yes,1,71,2039,Other,Don't know,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,31-45,Loyal,High
3419-SNJJD,1,Female,78,No,Yes,Yes,No,0,65,Offer B,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.25,6786.4,7981.75,1,Churned,Yes,1,91,4196,Attitude,Attitude of support person,United States,California,Yorba Linda,92887,33.884073,-117.732197,20893,60,Long-term,High
3411-WLRSQ,1,Female,80,No,Yes,Yes,No,0,3,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.6,239.05,387.58,5,Joined,No,0,57,3711,,,United States,California,Los Angeles,90038,34.088017,-118.327168,32562,60,New Customer,Medium
4554-YGZIH,1,Male,75,No,Yes,Yes,No,0,49,Offer B,Fiber Optic,No,No,Yes,Month-to-Month,Credit Card,90.05,4547.25,5670.33,2,Churned,Yes,1,96,5059,Competitor,Competitor made better offer,United States,California,Summerland,93067,34.420998,-119.60137,576,60,Long-term,High
9578-VRMNM,1,Female,48,No,No,No,No,0,16,None,DSL,No,No,Yes,Month-to-Month,Credit Card,65.2,1043.35,1802.55,1,Churned,Yes,1,73,4722,Competitor,Competitor had better devices,United States,California,Summerland,93067,34.420998,-119.60137,576,46-60,Growing,High
6015-VVHHE,1,Female,68,No,Yes,No,No,0,5,None,Fiber Optic,No,Yes,No,Month-to-Month,Credit Card,83.15,446.05,655.2,3,Churned,Yes,1,96,2516,Dissatisfaction,Service dissatisfaction,United States,California,Los Angeles,90039,34.110845,-118.259595,29310,60,New Customer,High
6047-YHPVI,1,Male,56,No,No,No,Yes,3,5,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.7,316.9,379.9,1,Churned,Yes,1,66,2454,Competitor,Competitor had better devices,United States,California,Los Angeles,90039,34.110845,-118.259595,29310,46-60,New Customer,Medium
5099-BAILX,1,Male,77,No,Yes,Yes,No,0,43,Offer B,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,110.75,4687.9,5312.26,2,Churned,Yes,1,65,2728,Competitor,Competitor made better offer,United States,California,Santa Barbara,93101,34.419203,-119.710008,31727,60,Loyal,Medium
1587-FKLZB,1,Male,79,No,Yes,Yes,No,0,66,Offer A,Fiber Optic,No,Yes,Yes,Month-to-Month,Credit Card,99.5,6822.15,8726.91,1,Churned,Yes,1,96,4479,Competitor,Competitor had better devices,United States,California,Santa Barbara,93101,34.419203,-119.710008,31727,60,Long-term,High
1125-SNVCK,1,Female,78,No,Yes,No,No,0,49,None,DSL,No,No,No,Two Year,Credit Card,43.8,2106.05,3832.45,5,Stayed,No,0,68,5651,,,United States,California,Los Angeles,90040,33.994524,-118.149953,9805,60,Long-term,Medium
4913-EHYUI,1,Male,80,No,Yes,Yes,No,0,56,Offer B,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,104.55,5794.65,8527.45,1,Churned,Yes,1,91,6268,Competitor,Competitor offered higher download speeds,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,60,Long-term,High
7470-MCQTK,1,Female,42,No,No,Yes,No,0,13,None,DSL,No,Yes,Yes,Month-to-Month,Bank Withdrawal,48.75,633.4,633.4,2,Churned,Yes,1,86,2655,Attitude,Attitude of support person,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,31-45,Growing,High
5380-WJKOV,1,Male,51,No,No,No,Yes,1,34,Offer C,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,3549.25,4286.71,2,Churned,Yes,1,65,2941,Competitor,Competitor offered higher download speeds,United States,California,Los Angeles,90041,34.137412,-118.207607,27866,46-60,Loyal,Medium
1626-ERCMM,1,Male,75,No,Yes,Yes,No,0,20,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.55,1899.65,2005.85,1,Churned,Yes,1,84,5604,Competitor,Competitor had better devices,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,60,Growing,High
3870-MQAMG,1,Female,21,Yes,No,Yes,No,0,54,Offer B,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,110.35,5893.15,6010.87,1,Churned,Yes,1,90,6189,Competitor,Competitor had better devices,United States,California,Camp Nelson,93208,36.057458,-118.591951,191,18-30,Long-term,High
8168-UQWWF,1,Female,48,No,No,No,Yes,2,11,None,Cable,No,Yes,Yes,Month-to-Month,Bank Withdrawal,97.85,1105.4,1408.67,3,Churned,Yes,1,70,5674,Competitor,Competitor offered more data,United States,California,Los Angeles,90042,34.11572,-118.192754,64672,46-60,New Customer,Medium
5644-PDMZC,1,Female,69,No,Yes,No,No,0,2,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,89.5,161.5,256.44,2,Churned,Yes,1,80,2065,Attitude,Attitude of support person,United States,California,Delano,93215,35.772244,-119.209689,37280,60,New Customer,High
4800-CZMPC,1,Female,24,Yes,No,Yes,No,0,48,Offer B,Fiber Optic,No,Yes,Yes,One Year,Credit Card,103.25,5037.55,5342.83,1,Churned,Yes,1,71,4736,Attitude,Attitude of service provider,United States,California,Delano,93215,35.772244,-119.209689,37280,18-30,Loyal,High
4160-AMJTL,1,Female,74,No,Yes,No,No,0,8,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.65,164.3,387.9,2,Churned,Yes,1,83,5432,Attitude,Attitude of support person,United States,California,Fellows,93224,35.215731,-119.57013,626,60,New Customer,High
4816-JBHOV,1,Male,72,No,Yes,No,No,0,2,Offer E,Cable,No,No,No,Month-to-Month,Bank Withdrawal,44.7,93.7,176.56,1,Churned,Yes,1,91,4618,Competitor,Competitor offered more data,United States,California,Los Angeles,90044,33.952714,-118.292061,87383,60,New Customer,High
0823-HSCDJ,1,Male,76,No,Yes,No,No,0,52,None,DSL,No,Yes,Yes,Month-to-Month,Bank Withdrawal,49.15,2550.9,2580.9,2,Churned,Yes,1,90,5597,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,Long-term,High
2774-LVQUS,1,Female,65,No,Yes,Yes,No,0,15,None,Fiber Optic,Yes,No,No,Month-to-Month,Bank Withdrawal,83.05,1258.3,2030.25,3,Churned,Yes,1,70,2596,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,Growing,Medium
4094-NSEDU,1,Female,79,No,Yes,No,No,0,21,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.25,1973.75,2417.9,2,Churned,Yes,1,73,4819,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,Growing,High
6946-LMSQS,1,Male,80,No,Yes,Yes,No,0,25,Offer C,Fiber Optic,No,No,Yes,One Year,Bank Withdrawal,89.05,2177.45,3018.2,1,Churned,Yes,1,90,2673,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,Loyal,High
8406-LNMHF,1,Male,75,No,Yes,Yes,No,0,59,None,Fiber Optic,No,No,No,One Year,Credit Card,82.95,4903.15,5151.54,4,Stayed,No,0,61,5295,,,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,Long-term,Medium
3276-HDUEG,1,Female,23,Yes,No,No,No,0,1,Offer E,Fiber Optic,No,No,No,Month-to-Month,Mailed Check,75.05,75.05,107.91,2,Churned,Yes,1,78,4838,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,18-30,New Customer,High
2037-XJFUP,1,Male,24,Yes,No,Yes,No,0,33,Offer C,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,95.8,3036.75,4476.15,2,Churned,Yes,1,76,4161,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,18-30,Loyal,High
7314-OXENN,1,Male,42,No,No,No,No,0,2,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,82,184.65,267.01,3,Churned,Yes,1,90,3051,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,31-45,New Customer,High
7548-SEPYI,1,Female,62,No,No,No,No,0,5,Offer E,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,96.25,512.45,673.05,2,Churned,Yes,1,74,5056,Competitor,Competitor made better offer,United States,California,Temecula,92592,33.507255,-117.029473,46171,60,New Customer,High
2545-EBUPK,1,Female,70,No,Yes,No,No,0,2,Offer E,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,84.05,186.05,229.85,3,Joined,No,0,72,5039,,,United States,California,Los Angeles,90045,33.954017,-118.402447,39334,60,New Customer,High
8920-NAVAY,1,Male,66,No,Yes,No,No,0,62,None,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,110.75,7053.35,10016.95,5,Stayed,No,0,43,5166,,,United States,California,Los Angeles,90045,33.954017,-118.402447,39334,60,Long-term,Medium
0375-HVGXO,1,Female,31,No,No,No,No,0,1,Offer E,DSL,No,Yes,No,Month-to-Month,Bank Withdrawal,34.7,34.7,34.7,3,Churned,Yes,1,81,4476,Other,Don't know,United States,California,Los Angeles,90045,33.954017,-118.402447,39334,31-45,New Customer,High
0067-DKWBL,1,Male,69,No,Yes,No,No,0,2,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,49.25,91.1,179.08,2,Churned,Yes,1,95,3475,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,New Customer,High
5244-IRFIH,1,Male,72,No,Yes,Yes,No,0,33,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.5,3105.55,4022.29,3,Churned,Yes,1,91,4333,Other,Poor expertise of online support,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,Loyal,High
2684-EIWEO,1,Female,69,No,Yes,No,No,0,30,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,91.7,2758.15,4134.55,1,Churned,Yes,1,90,2482,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,Loyal,High
6683-VLCTZ,1,Male,73,No,Yes,No,No,0,20,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,98.55,1842.8,2851.6,3,Churned,Yes,1,92,5444,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,Growing,High
4433-JCGCG,1,Male,80,No,Yes,Yes,No,0,46,Offer B,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,101,4680.05,4926.61,1,Churned,Yes,1,88,2436,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,Loyal,High
2276-YDAVZ,1,Female,63,No,No,No,No,0,3,Offer E,Fiber Optic,No,No,No,Month-to-Month,Credit Card,75.1,270.7,350.26,3,Churned,Yes,1,92,4965,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,60,New Customer,High
5896-NPFWW,1,Male,23,Yes,No,Yes,No,0,3,None,Cable,No,No,No,Month-to-Month,Bank Withdrawal,50.15,168.15,208.77,1,Churned,Yes,1,93,3273,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,18-30,New Customer,High
7133-VBDCG,1,Female,54,No,No,No,No,0,25,Offer C,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,79.85,2015.35,2685.6,2,Churned,Yes,1,91,4535,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,46-60,Loyal,High
1029-QFBEN,1,Male,27,Yes,No,No,No,0,1,None,None,No,No,No,Month-to-Month,Mailed Check,19.55,19.55,57.99,2,Churned,Yes,1,95,3556,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,18-30,New Customer,High
4952-YSOGZ,1,Female,48,No,No,Yes,No,0,4,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,85.95,381.3,397.86,3,Churned,Yes,1,95,5640,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,46-60,New Customer,High
1589-AGTLK,1,Male,26,Yes,No,No,No,0,3,None,DSL,No,No,No,Month-to-Month,Bank Withdrawal,45.35,141.5,250.94,3,Churned,Yes,1,90,2450,Other,Don't know,United States,California,San Diego,92129,32.961064,-117.134917,47224,18-30,New Customer,High
6439-GTPCA,1,Female,29,Yes,No,No,No,0,45,None,Cable,Yes,No,No,Month-to-Month,Bank Withdrawal,87.25,3941.7,4143.3,1,Churned,Yes,1,90,5269,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,18-30,Loyal,High
5138-WVKYJ,1,Male,51,No,No,No,No,0,10,Offer D,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,98.55,1008.55,1284.25,1,Churned,Yes,1,93,3658,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,46-60,New Customer,High
6481-OGDOO,1,Male,31,No,No,Yes,No,0,67,Offer A,Fiber Optic,No,No,Yes,One Year,Credit Card,90.6,6056.15,8116.4,1,Churned,Yes,1,73,4394,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,31-45,Long-term,High
8835-VSDSE,1,Female,28,Yes,No,Yes,No,0,2,Offer E,Cable,No,No,No,Month-to-Month,Bank Withdrawal,70.7,141.45,160.97,2,Churned,Yes,1,86,4559,Competitor,Competitor made better offer,United States,California,San Diego,92129,32.961064,-117.134917,47224,18-30,New Customer,High
2172-EJXVF,1,Female,65,No,Yes,No,No,0,71,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,105.9,7521.95,9433.61,3,Stayed,No,0,60,5479,,,United States,California,Los Angeles,90047,33.958149,-118.308441,47107,60,Long-term,Medium
8593-WHYHV,1,Male,46,No,No,No,No,0,3,Offer E,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,85.3,264.8,307.64,1,Churned,Yes,1,67,4934,Other,Don't know,United States,California,Los Angeles,90047,33.958149,-118.308441,47107,46-60,New Customer,Medium
0691-IFBQW,1,Female,65,No,Yes,No,No,0,46,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,110,4874.8,4983.82,1,Churned,Yes,1,81,2403,Competitor,Competitor made better offer,United States,California,Biola,93606,36.798882,-120.019511,807,60,Loyal,High
7760-OYPDY,1,Female,32,No,No,No,Yes,2,2,None,Fiber Optic,No,Yes,No,Month-to-Month,Bank Withdrawal,80.65,144.15,175.85,1,Churned,Yes,1,90,5586,Competitor,Competitor had better devices,United States,California,Los Angeles,90056,33.987945,-118.370442,8115,31-45,New Customer,High
3643-AHCFP,1,Male,74,No,Yes,Yes,No,0,7,None,Cable,No,Yes,Yes,Month-to-Month,Bank Withdrawal,95.6,644.35,797.72,3,Churned,Yes,1,83,3265,Competitor,Competitor made better offer,United States,California,Selma,93662,36.545322,-119.642281,26213,60,New Customer,High
4871-JTKJF,1,Female,70,No,Yes,No,No,0,1,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.65,69.65,100.78,3,Churned,Yes,1,82,4741,Attitude,Attitude of service provider,United States,California,Selma,93662,36.545322,-119.642281,26213,60,New Customer,High
9231-ZJYAM,1,Female,65,No,Yes,No,No,0,4,None,Fiber Optic,No,Yes,No,Month-to-Month,Bank Withdrawal,78.85,292.8,440.52,3,Churned,Yes,1,72,5301,Other,Moved,United States,California,Squaw Valley,93675,36.719141,-119.202677,3146,60,New Customer,High
6097-EQISJ,1,Female,41,No,No,Yes,No,0,66,Offer A,Fiber Optic,No,Yes,Yes,One Year,Credit Card,102.45,6615.15,9963.97,1,Churned,Yes,1,82,4688,Competitor,Competitor had better devices,United States,California,Los Angeles,90058,34.001617,-118.222274,3642,31-45,Long-term,High
0727-BMPLR,1,Female,66,No,Yes,No,No,0,55,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,100,5509.3,7665.2,3,Churned,Yes,1,83,5679,Competitor,Competitor offered higher download speeds,United States,California,Fresno,93706,36.654614,-119.903674,35790,60,Long-term,High
9206-GVPEQ,1,Male,28,Yes,No,Yes,No,0,13,None,Cable,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,54.45,706.85,706.85,1,Churned,Yes,1,88,5212,Dissatisfaction,Network reliability,United States,California,Fresno,93706,36.654614,-119.903674,35790,18-30,Growing,High
0818-OCPZO,1,Male,80,No,Yes,No,No,0,27,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,81.45,2122.05,3280.62,3,Churned,Yes,1,83,2571,Competitor,Competitor offered more data,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,60,Loyal,High
8012-SOUDQ,1,Female,65,No,Yes,No,No,0,43,Offer B,Fiber Optic,No,Yes,No,One Year,Bank Withdrawal,90.25,3838.75,4379.69,4,Stayed,No,0,52,2223,,,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,60,Loyal,Medium
4423-YLHDV,1,Female,22,Yes,No,Yes,No,0,21,Offer D,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,104.4,2200.25,3009.17,1,Churned,Yes,1,67,5570,Attitude,Attitude of support person,United States,California,Los Angeles,90059,33.927254,-118.249826,38128,18-30,Growing,Medium
0947-MUGVO,1,Male,71,No,Yes,Yes,No,0,20,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,73.65,1463.5,1570.9,1,Churned,Yes,1,95,5849,Competitor,Competitor had better devices,United States,California,Jolon,93928,35.930782,-121.189757,254,60,Growing,High
